Symbol,Name
2377.HK,China Boqi Environmental (Holding) Co Ltd
2779.HK,China Xinhua Education Group Ltd
TUGU.JK,Asuransi Tugu Pratama Indonesia
1809.HK,Prinx Chengshan Holdings Ltd
0788.HK,China Tower Corp Ltd
1995.HK,Ever Sunshine Services Group Ltd
1713.HK,Sichuan Energy Investment Development Co Ltd
